"Código validación","Data","Código parámetro","Parámetro","Valor","Unidades"
"1","2012-06-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","14.7","ºC"
"1","2012-06-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","18.2","ºC"
"1","2012-06-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","8.0","ºC"
"9","2012-06-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-07-01 00:00:00.0","PP_SUM_1.5m","Chuvia","35.3","L/m2"
"1","2012-07-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","12.3","L/m2"
"9","2012-07-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-07-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-07-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-07-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-07-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-07-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-07-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-07-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","14.0","Días"
"1","2012-07-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","1.0","Días"
"1","2012-07-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","6.0","Días"
"1","2012-07-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2012-07-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-07-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2012-07-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-07-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-07-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-07-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","12.5","ºC"
"9","2012-07-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-07-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-07-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","30.9","ºC"
"1","2012-07-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","16.7","ºC"
"1","2012-07-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.3","ºC"
"1","2012-07-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","8.6","ºC"
"9","2012-07-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-08-01 00:00:00.0","PP_SUM_1.5m","Chuvia","74.6","L/m2"
"1","2012-08-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","22.2","L/m2"
"1","2012-08-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","253.0","º"
"1","2012-08-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","270.0","º"
"1","2012-08-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2012-08-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","234.0","h"
"1","2012-08-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","95.0","%"
"1","2012-08-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","61.0","%"
"1","2012-08-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","82.0","%"
"1","2012-08-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","17.0","Días"
"1","2012-08-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","2.0","Días"
"1","2012-08-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","9.0","Días"
"1","2012-08-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2012-08-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-08-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2012-08-01 00:00:00.0","PR_AVG_1.5m","Presión","975.6","hPa"
"1","2012-08-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1018.8","hPa"
"1","2012-08-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","45.1","km/h"
"1","2012-08-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","12.8","ºC"
"1","2012-08-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","13.6","ºC"
"1","2012-08-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","19.5","ºC"
"1","2012-08-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","30.8","ºC"
"1","2012-08-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","16.9","ºC"
"1","2012-08-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.5","ºC"
"1","2012-08-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","8.8","ºC"
"1","2012-08-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.8","km/h"
"1","2012-09-01 00:00:00.0","PP_SUM_1.5m","Chuvia","82.4","L/m2"
"1","2012-09-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","44.0","L/m2"
"1","2012-09-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","324.0","º"
"1","2012-09-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2012-09-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","5.2","h"
"9","2012-09-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"1","2012-09-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","93.0","%"
"1","2012-09-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","57.0","%"
"1","2012-09-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","79.0","%"
"1","2012-09-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","9.0","Días"
"1","2012-09-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","3.0","Días"
"1","2012-09-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","5.0","Días"
"1","2012-09-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2012-09-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-09-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2012-09-01 00:00:00.0","PR_AVG_1.5m","Presión","974.3","hPa"
"1","2012-09-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1017.5","hPa"
"1","2012-09-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","47.7","km/h"
"1","2012-09-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","11.5","ºC"
"1","2012-09-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","12.2","ºC"
"1","2012-09-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","17.8","ºC"
"1","2012-09-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","31.6","ºC"
"1","2012-09-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","16.3","ºC"
"1","2012-09-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.9","ºC"
"1","2012-09-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","5.9","ºC"
"1","2012-09-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.3","km/h"
"1","2012-10-01 00:00:00.0","PP_SUM_1.5m","Chuvia","203.2","L/m2"
"1","2012-10-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","64.8","L/m2"
"1","2012-10-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","263.0","º"
"1","2012-10-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2012-10-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","87.7","h"
"1","2012-10-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","409.2","h"
"1","2012-10-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","95.0","%"
"1","2012-10-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","67.0","%"
"1","2012-10-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","86.0","%"
"1","2012-10-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","23.0","Días"
"1","2012-10-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","5.0","Días"
"1","2012-10-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","17.0","Días"
"1","2012-10-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2012-10-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","1.0","Días"
"1","2012-10-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2012-10-01 00:00:00.0","PR_AVG_1.5m","Presión","970.3","hPa"
"1","2012-10-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1014.0","hPa"
"1","2012-10-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","51.5","km/h"
"1","2012-10-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","8.9","ºC"
"1","2012-10-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","10.1","ºC"
"1","2012-10-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","13.6","ºC"
"1","2012-10-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","22.6","ºC"
"1","2012-10-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","12.6","ºC"
"1","2012-10-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","16.5","ºC"
"1","2012-10-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.7","ºC"
"1","2012-10-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.4","km/h"
"1","2012-11-01 00:00:00.0","PP_SUM_1.5m","Chuvia","282.7","L/m2"
"1","2012-11-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","38.5","L/m2"
"1","2012-11-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","235.0","º"
"1","2012-11-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2012-11-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","241.8","h"
"1","2012-11-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","462.5","h"
"1","2012-11-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","94.0","%"
"1","2012-11-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","68.0","%"
"1","2012-11-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","85.0","%"
"1","2012-11-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","25.0","Días"
"1","2012-11-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","11.0","Días"
"1","2012-11-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","21.0","Días"
"1","2012-11-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2012-11-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-11-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2012-11-01 00:00:00.0","PR_AVG_1.5m","Presión","972.0","hPa"
"1","2012-11-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1016.3","hPa"
"1","2012-11-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","47.8","km/h"
"1","2012-11-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","5.2","ºC"
"1","2012-11-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","6.2","ºC"
"1","2012-11-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.4","ºC"
"1","2012-11-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","19.2","ºC"
"1","2012-11-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.7","ºC"
"1","2012-11-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","12.3","ºC"
"1","2012-11-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.5","ºC"
"1","2012-11-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.8","km/h"
"1","2012-12-01 00:00:00.0","PP_SUM_1.5m","Chuvia","496.5","L/m2"
"1","2012-12-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","140.2","L/m2"
"1","2012-12-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","274.0","º"
"1","2012-12-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2012-12-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","184.5","h"
"1","2012-12-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","454.0","h"
"1","2012-12-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","94.0","%"
"1","2012-12-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","78.0","%"
"1","2012-12-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","88.0","%"
"1","2012-12-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","25.0","Días"
"1","2012-12-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","12.0","Días"
"1","2012-12-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","20.0","Días"
"1","2012-12-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","4.0","Días"
"1","2012-12-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","2.0","Días"
"1","2012-12-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2012-12-01 00:00:00.0","PR_AVG_1.5m","Presión","976.1","hPa"
"1","2012-12-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1020.8","hPa"
"1","2012-12-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","71.9","km/h"
"1","2012-12-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","6.4","ºC"
"1","2012-12-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","7.0","ºC"
"1","2012-12-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","8.9","ºC"
"1","2012-12-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","13.8","ºC"
"1","2012-12-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.8","ºC"
"1","2012-12-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.4","ºC"
"1","2012-12-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","0.3","ºC"
"1","2012-12-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","10.0","km/h"
"1","2013-01-01 00:00:00.0","PP_SUM_1.5m","Chuvia","380.5","L/m2"
"1","2013-01-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","48.1","L/m2"
"1","2013-01-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","36.0","º"
"1","2013-01-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2013-01-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","296.0","h"
"1","2013-01-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","505.4","h"
"1","2013-01-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","98.0","%"
"1","2013-01-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","79.0","%"
"1","2013-01-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","92.0","%"
"1","2013-01-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","25.0","Días"
"1","2013-01-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","13.0","Días"
"1","2013-01-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","24.0","Días"
"1","2013-01-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","4.0","Días"
"1","2013-01-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2013-01-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2013-01-01 00:00:00.0","PR_AVG_1.5m","Presión","976.9","hPa"
"1","2013-01-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1021.6","hPa"
"1","2013-01-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","69.8","km/h"
"1","2013-01-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.8","ºC"
"1","2013-01-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","5.9","ºC"
"1","2013-01-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","7.8","ºC"
"1","2013-01-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","15.1","ºC"
"1","2013-01-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.8","ºC"
"1","2013-01-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.1","ºC"
"1","2013-01-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.2","ºC"
"1","2013-01-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.0","km/h"
"1","2013-02-01 00:00:00.0","PP_SUM_1.5m","Chuvia","177.2","L/m2"
"1","2013-02-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","32.1","L/m2"
"1","2013-02-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","39.0","º"
"1","2013-02-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2013-02-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","302.1","h"
"1","2013-02-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","322.9","h"
"1","2013-02-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","96.0","%"
"1","2013-02-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","73.0","%"
"1","2013-02-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","88.0","%"
"1","2013-02-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","20.0","Días"
"1","2013-02-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","8.0","Días"
"1","2013-02-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","15.0","Días"
"1","2013-02-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2013-02-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2013-02-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","2.0","Días"
"1","2013-02-01 00:00:00.0","PR_AVG_1.5m","Presión","977.1","hPa"
"1","2013-02-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1022.0","hPa"
"1","2013-02-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","55.3","km/h"
"1","2013-02-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.2","ºC"
"1","2013-02-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","4.4","ºC"
"1","2013-02-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","8.1","ºC"
"1","2013-02-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","15.1","ºC"
"1","2013-02-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.1","ºC"
"1","2013-02-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","10.1","ºC"
"1","2013-02-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-1.6","ºC"
"1","2013-02-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.7","km/h"
"1","2013-03-01 00:00:00.0","PP_SUM_1.5m","Chuvia","476.8","L/m2"
"1","2013-03-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","47.5","L/m2"
"1","2013-03-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","256.0","º"
"1","2013-03-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","270.0","º"
"1","2013-03-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","214.7","h"
"1","2013-03-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","465.7","h"
"1","2013-03-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","97.0","%"
"1","2013-03-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","73.0","%"
"1","2013-03-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","88.0","%"
"1","2013-03-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","27.0","Días"
"1","2013-03-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","19.0","Días"
"1","2013-03-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","27.0","Días"
"1","2013-03-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","5.0","Días"
"1","2013-03-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2013-03-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","2.0","Días"
"1","2013-03-01 00:00:00.0","PR_AVG_1.5m","Presión","962.2","hPa"
"1","2013-03-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1006.2","hPa"
"1","2013-03-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","61.0","km/h"
"1","2013-03-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","5.5","ºC"
"1","2013-03-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","5.7","ºC"
"1","2013-03-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.0","ºC"
"1","2013-03-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","16.0","ºC"
"1","2013-03-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.4","ºC"
"1","2013-03-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.6","ºC"
"1","2013-03-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-0.6","ºC"
"1","2013-03-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","8.5","km/h"
"1","2013-04-01 00:00:00.0","PP_SUM_1.5m","Chuvia","218.2","L/m2"
"1","2013-04-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","73.5","L/m2"
"1","2013-04-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","240.0","º"
"1","2013-04-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2013-04-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","148.7","h"
"1","2013-04-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","246.7","h"
"1","2013-04-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","95.0","%"
"1","2013-04-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","61.0","%"
"1","2013-04-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","81.0","%"
"1","2013-04-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","15.0","Días"
"1","2013-04-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","5.0","Días"
"1","2013-04-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","12.0","Días"
"1","2013-04-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","2.0","Días"
"1","2013-04-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","1.0","Días"
"1","2013-04-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2013-04-01 00:00:00.0","PR_AVG_1.5m","Presión","973.6","hPa"
"1","2013-04-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1017.9","hPa"
"1","2013-04-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","60.0","km/h"
