"Código validación","Data","Código parámetro","Parámetro","Valor","Unidades"
"1","2022-05-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-05-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-05-01 00:00:00.0","PR_AVG_1.5m","Presión","975.7","hPa"
"1","2022-05-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.3","hPa"
"2","2022-05-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","93.6","km/h"
"1","2022-05-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","9.9","ºC"
"1","2022-05-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","10.4","ºC"
"1","2022-05-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","15.5","ºC"
"1","2022-05-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","31.5","ºC"
"1","2022-05-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","15.8","ºC"
"1","2022-05-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","15.1","ºC"
"1","2022-05-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","20.7","ºC"
"1","2022-05-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","4.8","ºC"
"1","2022-05-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.0","km/h"
"1","2022-06-01 00:00:00.0","PP_SUM_1.5m","Chuvia","103.8","L/m2"
"1","2022-06-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","22.6","L/m2"
"1","2022-06-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","99.0","º"
"1","2022-06-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-06-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","2.3","h"
"1","2022-06-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","322.5","h"
"1","2022-06-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","94.0","%"
"1","2022-06-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","65.0","%"
"1","2022-06-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","83.0","%"
"1","2022-06-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","19.0","Días"
"1","2022-06-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","4.0","Días"
"1","2022-06-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","13.0","Días"
"1","2022-06-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2022-06-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-06-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-06-01 00:00:00.0","PR_AVG_1.5m","Presión","974.8","hPa"
"1","2022-06-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1018.1","hPa"
"1","2022-06-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","40.1","km/h"
"1","2022-06-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","11.9","ºC"
"1","2022-06-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","12.7","ºC"
"1","2022-06-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","17.4","ºC"
"1","2022-06-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","29.0","ºC"
"1","2022-06-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","16.3","ºC"
"1","2022-06-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","15.8","ºC"
"1","2022-06-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","20.3","ºC"
"1","2022-06-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","6.5","ºC"
"1","2022-06-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","4.6","km/h"
"1","2022-07-01 00:00:00.0","PP_SUM_1.5m","Chuvia","9.8","L/m2"
"1","2022-07-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","6.4","L/m2"
"1","2022-07-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","82.0","º"
"1","2022-07-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-07-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2022-07-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","172.2","h"
"1","2022-07-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","92.0","%"
"1","2022-07-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","54.0","%"
"1","2022-07-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","75.0","%"
"1","2022-07-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","4.0","Días"
"1","2022-07-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","0.0","Días"
"1","2022-07-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","2.0","Días"
"1","2022-07-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2022-07-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-07-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-07-01 00:00:00.0","PR_AVG_1.5m","Presión","977.0","hPa"
"1","2022-07-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.8","hPa"
"1","2022-07-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","39.2","km/h"
"1","2022-07-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","14.7","ºC"
"1","2022-07-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","14.9","ºC"
"1","2022-07-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","19.2","ºC"
"1","2022-07-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","37.0","ºC"
"1","2022-07-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","20.9","ºC"
"1","2022-07-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","20.0","ºC"
"1","2022-07-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","26.7","ºC"
"1","2022-07-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","8.8","ºC"
"1","2022-07-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.9","km/h"
"1","2022-08-01 00:00:00.0","PP_SUM_1.5m","Chuvia","28.4","L/m2"
"1","2022-08-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","20.6","L/m2"
"1","2022-08-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","35.0","º"
"1","2022-08-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-08-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2022-08-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","215.4","h"
"1","2022-08-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","94.0","%"
"1","2022-08-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","56.0","%"
"1","2022-08-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","78.0","%"
"1","2022-08-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","3.0","Días"
"1","2022-08-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","1.0","Días"
"1","2022-08-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","2.0","Días"
"1","2022-08-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2022-08-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-08-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-08-01 00:00:00.0","PR_AVG_1.5m","Presión","974.2","hPa"
"1","2022-08-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1016.9","hPa"
"1","2022-08-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","47.2","km/h"
"1","2022-08-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","14.7","ºC"
"1","2022-08-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","15.0","ºC"
"1","2022-08-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","20.2","ºC"
"1","2022-08-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","33.5","ºC"
"1","2022-08-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","20.0","ºC"
"1","2022-08-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","19.3","ºC"
"1","2022-08-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","25.5","ºC"
"1","2022-08-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","11.0","ºC"
"1","2022-08-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.9","km/h"
"1","2022-09-01 00:00:00.0","PP_SUM_1.5m","Chuvia","237.4","L/m2"
"1","2022-09-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","54.6","L/m2"
"1","2022-09-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","11.0","º"
"1","2022-09-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-09-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2022-09-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","337.4","h"
"1","2022-09-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","94.0","%"
"1","2022-09-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","62.0","%"
"1","2022-09-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","83.0","%"
"1","2022-09-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","15.0","Días"
"1","2022-09-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","7.0","Días"
"1","2022-09-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","13.0","Días"
"1","2022-09-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2022-09-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-09-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-09-01 00:00:00.0","PR_AVG_1.5m","Presión","973.5","hPa"
"1","2022-09-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1016.6","hPa"
"1","2022-09-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","45.9","km/h"
"1","2022-09-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","12.9","ºC"
"1","2022-09-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","13.5","ºC"
"1","2022-09-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","18.2","ºC"
"1","2022-09-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","29.7","ºC"
"1","2022-09-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","16.6","ºC"
"1","2022-09-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","16.6","ºC"
"1","2022-09-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.5","ºC"
"1","2022-09-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","8.9","ºC"
"1","2022-09-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.1","km/h"
"1","2022-10-01 00:00:00.0","PP_SUM_1.5m","Chuvia","579.2","L/m2"
"1","2022-10-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","124.6","L/m2"
"1","2022-10-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","114.0","º"
"1","2022-10-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2022-10-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2022-10-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","501.3","h"
"1","2022-10-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","96.0","%"
"1","2022-10-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","75.0","%"
"1","2022-10-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","90.0","%"
"1","2022-10-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","24.0","Días"
"1","2022-10-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","16.0","Días"
"1","2022-10-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","21.0","Días"
"1","2022-10-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","6.0","Días"
"1","2022-10-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","1.0","Días"
"1","2022-10-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-10-01 00:00:00.0","PR_AVG_1.5m","Presión","973.5","hPa"
"1","2022-10-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1016.9","hPa"
"1","2022-10-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","41.0","km/h"
"1","2022-10-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","12.2","ºC"
"1","2022-10-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","13.3","ºC"
"1","2022-10-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","16.0","ºC"
"1","2022-10-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","26.5","ºC"
"1","2022-10-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","14.7","ºC"
"1","2022-10-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","15.1","ºC"
"1","2022-10-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","18.5","ºC"
"1","2022-10-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","7.5","ºC"
"1","2022-10-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.3","km/h"
"1","2022-11-01 00:00:00.0","PP_SUM_1.5m","Chuvia","325.8","L/m2"
"1","2022-11-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","41.8","L/m2"
"1","2022-11-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","255.0","º"
"1","2022-11-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2022-11-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","44.7","h"
"1","2022-11-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","459.0","h"
"1","2022-11-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","95.0","%"
"1","2022-11-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","74.0","%"
"1","2022-11-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","88.0","%"
"1","2022-11-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","25.0","Días"
"1","2022-11-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","13.0","Días"
"1","2022-11-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","23.0","Días"
"1","2022-11-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","3.0","Días"
"1","2022-11-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-11-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-11-01 00:00:00.0","PR_AVG_1.5m","Presión","974.7","hPa"
"1","2022-11-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1018.8","hPa"
"1","2022-11-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","40.7","km/h"
"1","2022-11-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","7.9","ºC"
"1","2022-11-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","9.3","ºC"
"1","2022-11-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","12.3","ºC"
"1","2022-11-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","19.0","ºC"
"1","2022-11-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","10.9","ºC"
"1","2022-11-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","11.3","ºC"
"1","2022-11-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","14.6","ºC"
"1","2022-11-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","3.1","ºC"
"1","2022-11-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.2","km/h"
"1","2022-12-01 00:00:00.0","PP_SUM_1.5m","Chuvia","612.2","L/m2"
"1","2022-12-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","116.0","L/m2"
"1","2022-12-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","254.0","º"
"1","2022-12-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2022-12-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","146.2","h"
"1","2022-12-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","503.6","h"
"1","2022-12-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","95.0","%"
"1","2022-12-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","78.0","%"
"1","2022-12-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","90.0","%"
"1","2022-12-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","19.0","Días"
"1","2022-12-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","16.0","Días"
"1","2022-12-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","17.0","Días"
"1","2022-12-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","8.0","Días"
"1","2022-12-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","3.0","Días"
"1","2022-12-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-12-01 00:00:00.0","PR_AVG_1.5m","Presión","968.9","hPa"
"1","2022-12-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1012.9","hPa"
"1","2022-12-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","64.3","km/h"
"1","2022-12-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","7.4","ºC"
"1","2022-12-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","8.4","ºC"
"1","2022-12-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","10.7","ºC"
"1","2022-12-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","15.4","ºC"
"1","2022-12-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","9.5","ºC"
"1","2022-12-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","10.0","ºC"
"1","2022-12-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","12.9","ºC"
"1","2022-12-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","0.1","ºC"
"1","2022-12-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","7.2","km/h"
"1","2023-01-01 00:00:00.0","PP_SUM_1.5m","Chuvia","371.0","L/m2"
"1","2023-01-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","61.8","L/m2"
"1","2023-01-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","45.0","º"
"1","2023-01-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2023-01-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","289.5","h"
"1","2023-01-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","425.9","h"
"1","2023-01-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","93.0","%"
"1","2023-01-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","75.0","%"
"1","2023-01-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","86.0","%"
"1","2023-01-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","19.0","Días"
"1","2023-01-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","10.0","Días"
"1","2023-01-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","17.0","Días"
"1","2023-01-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","5.0","Días"
"1","2023-01-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","2.0","Días"
"1","2023-01-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2023-01-01 00:00:00.0","PR_AVG_1.5m","Presión","980.7","hPa"
"1","2023-01-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1025.6","hPa"
"1","2023-01-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","55.7","km/h"
"1","2023-01-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.7","ºC"
"1","2023-01-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","5.6","ºC"
"1","2023-01-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.4","ºC"
"1","2023-01-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","14.0","ºC"
"1","2023-01-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","7.2","ºC"
"1","2023-01-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.8","ºC"
"1","2023-01-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","10.9","ºC"
"1","2023-01-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","0.0","ºC"
"1","2023-01-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","8.3","km/h"
"1","2023-02-01 00:00:00.0","PP_SUM_1.5m","Chuvia","20.0","L/m2"
"1","2023-02-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","7.0","L/m2"
"1","2023-02-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","43.0","º"
"1","2023-02-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2023-02-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","330.5","h"
"1","2023-02-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","188.7","h"
"1","2023-02-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","88.0","%"
"1","2023-02-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","52.0","%"
"1","2023-02-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","73.0","%"
"1","2023-02-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","5.0","Días"
"1","2023-02-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","0.0","Días"
"1","2023-02-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","4.0","Días"
"1","2023-02-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2023-02-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2023-02-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","1.0","Días"
"1","2023-02-01 00:00:00.0","PR_AVG_1.5m","Presión","981.6","hPa"
"1","2023-02-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1026.7","hPa"
"1","2023-02-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","54.1","km/h"
"1","2023-02-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","3.3","ºC"
"1","2023-02-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","2.7","ºC"
"1","2023-02-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","7.4","ºC"
"1","2023-02-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","20.4","ºC"
"1","2023-02-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","5.9","ºC"
"1","2023-02-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.5","ºC"
"1","2023-02-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","13.5","ºC"
"1","2023-02-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-1.2","ºC"
"1","2023-02-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.0","km/h"
"1","2023-03-01 00:00:00.0","PP_SUM_1.5m","Chuvia","315.8","L/m2"
